ID,test_type,assessment,age,gender,education_level,raw_score,gameplays_prior,unique_days_prior,gametime_prior,days_since_first_test,ethnicity,pretest_score,delta,english_nativelang,years_edu,edu_cat,imaginary_screensize
17489,post,AR,43,female,bachelors degree,15,1187,1166,180.47303428333333,90.91666666666667,unspecified,99.27980911701225,3.1166838547448776,unspecified,NA,college,1326
41805,post,AR,53,male,masters degree or equivalent,12,41,40,9.121658,89.08333333333333,white,108.3885546641786,-15.168842213039781,yes,18,postcollege,1330
47203,post,AR,21,male,associates or some college,27,299,258,89.0942177,70.66666666666667,asian,143.54977942730943,-5.469908062850209,yes,15,college,1277
44127,post,AR,23,female,masters degree or equivalent,17,65,63,13.604272133333334,122.125,white,108.3885546641786,0,yes,18,postcollege,1322
20810,post,AR,56,male,associates or some college,16,333,332,58.04997418333333,89.83333333333333,white,99.27980911701225,6.036368961864596,yes,15,college,1331
54997,post,AR,52,female,masters degree or equivalent,19,225,102,46.37208141666667,69.33333333333333,white,108.3885546641786,5.988268872429188,yes,18,postcollege,1300
24364,post,AR,53,male,bachelors degree,22,408,350,105.71266335,70.45833333333333,white,111.30675057398027,11.864522956373548,yes,16,college,1314
17351,post,AR,47,female,bachelors degree,11,207,177,35.231187733333336,77.95833333333333,white,108.3885546641786,-18.141115212969055,yes,16,college,1336
49707,post,AR,43,male,associates or some college,12,269,193,114.9119915,80,white,93.21971245113882,0,yes,15,college,1304
49249,post,AR,30,female,bachelors degree,24,743,431,294.9177053,274.125,white,108.3885546641786,20.75134010055953,yes,16,college,1290
46930,post,AR,47,male,associates or some college,8,115,103,18.829823583333333,69.95833333333333,unspecified,83.91638071555967,-3.384704850883722,unspecified,NA,college,1339
48597,post,AR,53,female,bachelors degree,25,814,447,207.7781861,69.625,white,126.13779899619367,6.101905020049017,yes,17,college,1290
54726,post,AR,40,male,associates or some college,12,196,196,38.307089033333334,71.25,white,90.24743945120954,2.972272999929274,yes,14,college,1333
28354,post,AR,33,female,masters degree or equivalent,9,133,132,29.04163575,70.08333333333333,white,80.53167586467595,3.384704850883722,yes,20,postcollege,1322
41678,post,AR,42,female,unspecified,24,252,172,48.806753066666666,80.16666666666667,unspecified,111.30675057398027,17.833144190757864,yes,19,unspecified,1304
16752,post,AR,55,male,masters degree or equivalent,12,96,93,18.259997616666666,69.83333333333333,white,105.31617807887685,-12.096465627738027,yes,16,postcollege,1311
58871,post,AR,43,female,bachelors degree,10,678,451,286.80806268333333,97.83333333333333,asian,93.21971245113882,-6.178483726454175,no,16,college,1329
19690,post,AR,52,female,bachelors degree,16,429,421,76.9461512,82.25,white,105.31617807887685,0,yes,16,college,1331
25415,post,AR,37,male,associates or some college,13,741,575,221.53952335,245.91666666666666,white,111.30675057398027,-14.950129381877616,no,12,college,1301
34385,post,AR,55,female,unspecified,5,557,481,93.63664348333333,157.29166666666666,white,77.24992505278499,-7.1149592505737616,yes,8,unspecified,1328
55771,post,AR,52,male,bachelors degree,14,34,33,6.288048,73.5,white,90.24743945120954,9.032369665802705,yes,18,college,1297
45569,post,AR,41,male,associates or some college,11,63,41,27.82267136666667,76.20833333333333,white,96.35662119210265,-6.109181740893106,no,16,college,1309
59874,post,AR,31,female,bachelors degree,21,755,356,244.05286528333335,69.91666666666667,white,111.30675057398027,9.028796809257656,yes,16,college,1320
50333,post,AR,40,unspecified,unspecified,11,38,38,7.541369083333333,71.95833333333333,hispanic,99.27980911701225,-9.032369665802705,yes,8,unspecified,1318
51098,post,AR,46,male,masters degree or equivalent,12,350,329,95.19260536666667,70.83333333333333,unspecified,87.04122872468464,6.178483726454175,unspecified,NA,postcollege,1328
32504,post,AR,54,female,masters degree or equivalent,15,467,352,154.26333626666667,73.20833333333333,white,111.30675057398027,-8.91025760222314,yes,20,postcollege,1331
43812,post,AR,35,female,masters degree or equivalent,18,303,239,68.14326758333334,71,white,96.35662119210265,14.950129381877616,yes,18,postcollege,1290
16321,post,AR,47,male,bachelors degree,16,129,86,21.6987492,92.08333333333333,unspecified,99.27980911701225,6.036368961864596,unspecified,NA,college,1307
39057,post,AR,58,female,unspecified,15,350,343,82.77809345,69.66666666666667,unspecified,90.24743945120954,12.149053520547582,unspecified,NA,unspecified,1303
60183,post,AR,32,female,associates or some college,14,116,106,26.463094283333334,71.95833333333333,white,102.39649297175713,-3.1166838547448776,yes,13,college,1303
19447,post,AR,37,unspecified,unspecified,16,317,239,73.66328268333334,72.95833333333333,white,102.39649297175713,2.9196851071197187,yes,13,unspecified,1299
42119,post,AR,52,female,masters degree or equivalent,17,124,88,25.20090735,79.125,white,111.30675057398027,-2.9181959098016677,no,20,postcollege,1311
30943,post,AR,53,female,bachelors degree,10,218,209,54.75671926666667,69.875,white,70.13496580221123,16.906262922473417,yes,16,college,1319
33012,post,AR,57,female,masters degree or equivalent,18,736,731,118.43986998333334,70.45833333333333,white,105.31617807887685,5.990572495103422,yes,19,postcollege,1307
14116,post,AR,27,female,bachelors degree,14,1231,892,272.61261766666667,91.25,unspecified,102.39649297175713,-3.1166838547448776,unspecified,NA,college,1306
43105,post,AR,33,female,masters degree or equivalent,13,106,36,27.143953116666665,147.04166666666666,black,87.04122872468464,9.315392467418008,yes,20,postcollege,1314
69091,post,AR,57,female,high school,12,323,318,70.53921378333334,91.70833333333333,unspecified,102.39649297175713,-9.176780520618308,unspecified,NA,hs,1321
17597,post,AR,42,male,bachelors degree,15,417,356,189.34145943333334,69.20833333333333,other,96.35662119210265,6.039871779654476,yes,16,college,1316
5274,post,AR,23,female,bachelors degree,16,395,328,81.7063042,433.0416666666667,white,108.3885546641786,-3.072376585301754,yes,16,college,1320
9079,post,AR,31,female,associates or some college,17,537,363,123.2552543,116.83333333333333,white,114.37682353660779,-5.988268872429188,yes,15,college,1308
66398,post,AR,43,male,associates or some college,22,662,341,228.75727378333335,89.25,unspecified,126.13779899619367,-2.966525465839851,unspecified,NA,college,1296
47540,post,AR,48,female,bachelors degree,19,911,440,335.48939086666667,75.875,white,102.39649297175713,11.98033056485066,yes,14,college,1291
32581,post,AR,37,male,associates or some college,11,514,178,174.12324555,199.16666666666666,white,102.39649297175713,-12.149053520547582,yes,12,college,1310
52355,post,AR,53,female,bachelors degree,17,2078,460,365.79940505,103.04166666666667,white,108.3885546641786,0,yes,17,college,1310
1890,post,AR,58,unspecified,associates or some college,16,569,487,127.11731061666667,89.66666666666667,unspecified,99.27980911701225,6.036368961864596,unspecified,NA,college,1313
66802,post,AR,54,female,phd,9,345,284,98.64287035000001,93.04166666666667,unspecified,102.39649297175713,-18.480112256197458,unspecified,NA,postcollege,1327
1652,post,AR,22,female,bachelors degree,15,571,477,178.172009,70.04166666666667,white,99.27980911701225,3.1166838547448776,yes,16,college,1325
39761,post,AR,56,female,masters degree or equivalent,16,739,392,224.85018703333336,69.91666666666667,white,93.21971245113882,12.096465627738027,yes,17,postcollege,1311
38126,post,AR,36,female,bachelors degree,16,109,99,16.2155745,77.875,unspecified,114.37682353660779,-9.060645457730942,unspecified,NA,college,1313
11827,post,AR,29,female,masters degree or equivalent,14,105,97,24.40145405,325.9166666666667,white,102.39649297175713,-3.1166838547448776,yes,20,postcollege,1330
3448,post,AR,57,female,masters degree or equivalent,12,2346,1104,904.6429621166667,86.45833333333333,asian,90.24743945120954,2.972272999929274,no,16,postcollege,1315
7072,post,AR,58,female,bachelors degree,24,2765,605,825.54483095,89.75,unspecified,123.17127353035382,5.968621234384315,unspecified,NA,college,1320
31513,post,AR,50,female,associates or some college,12,119,117,25.564744483333335,420,white,111.30675057398027,-18.08703812284145,unspecified,14,college,1301
53284,post,AR,50,male,associates or some college,18,237,161,45.97319246666667,71.04166666666667,white,99.27980911701225,12.026941456968018,yes,15,college,1324
23637,post,AR,45,male,bachelors degree,18,72,59,17.856060566666667,71.95833333333333,white,96.35662119210265,14.950129381877616,yes,16,college,1298
61631,post,AR,25,female,bachelors degree,9,298,205,68.05286655,85.41666666666667,asian,90.24743945120954,-6.331058735649876,no,16,college,1340
35498,post,AR,59,male,high school,8,103,100,18.269195516666667,73.83333333333333,white,77.24992505278499,3.2817508118909586,unspecified,12,hs,1320
30877,post,AR,57,male,bachelors degree,18,319,302,58.20618635,71.875,white,111.30675057398027,0,yes,16,college,1317
66606,post,AR,54,female,high school,6,435,389,173.17126438333335,89.95833333333333,unspecified,77.24992505278499,-3.6202550094480728,unspecified,NA,hs,1320
28890,post,AR,59,female,associates or some college,18,1830,307,564.0823801333333,70.16666666666667,white,108.3885546641786,2.9181959098016677,yes,14,college,1326
29722,post,AR,56,female,bachelors degree,13,381,267,146.4634493,93.08333333333333,white,96.35662119210265,0,yes,16,college,1321
23385,post,AR,31,male,masters degree or equivalent,16,526,469,146.38818558333332,93.08333333333333,unspecified,93.21971245113882,12.096465627738027,unspecified,NA,postcollege,1330
20437,post,AR,55,female,bachelors degree,11,1067,711,304.8560741333333,70.58333333333333,white,87.04122872468464,3.206210726524901,yes,18,college,1322
17292,post,AR,55,female,bachelors degree,14,980,561,229.91513066666667,99,white,102.39649297175713,-3.1166838547448776,yes,16,college,1316
60716,post,AR,47,male,high school,18,764,448,393.98041385,70,white,114.37682353660779,-3.0700729626275205,yes,12,hs,1312
19173,post,AR,57,female,high school,17,397,380,118.258351,69.875,white,93.21971245113882,15.168842213039781,yes,12,hs,1325
37090,post,AR,44,male,bachelors degree,13,394,282,96.12127083333334,69.91666666666667,white,93.21971245113882,3.1369087409638325,yes,16,college,1333
13967,post,AR,54,male,bachelors degree,14,1544,1494,241.79476353333334,90.41666666666667,unspecified,99.27980911701225,0,unspecified,NA,college,1311
1925,post,AR,49,female,masters degree or equivalent,12,226,217,51.834260883333336,70.91666666666667,white,96.35662119210265,-3.1369087409638325,yes,20,postcollege,1308
31319,post,AR,24,male,bachelors degree,10,409,318,134.31481843333333,69.83333333333333,white,83.91638071555967,3.1248480091249746,yes,16,college,1301
33074,post,AR,40,female,associates or some college,12,121,121,25.317707583333334,70,white,77.24992505278499,15.96978739835383,yes,15,college,1311
67721,post,AR,23,female,high school,8,372,360,85.61929615,102.83333333333333,unspecified,77.24992505278499,3.2817508118909586,unspecified,NA,hs,1338
21421,post,AR,21,female,associates or some college,16,412,325,85.55938511666668,71.75,asian,90.24743945120954,15.068738627667301,yes,15,college,1306
36261,post,AR,26,female,bachelors degree,17,641,310,144.13888358333335,96.125,pacific_islander,102.39649297175713,5.992061692421473,yes,16,college,1317
60509,post,AR,46,male,high school,14,40,31,7.88425235,177.04166666666666,white,93.21971245113882,6.060096665873431,yes,12,hs,1326
46331,post,AR,46,male,masters degree or equivalent,26,241,240,52.96291146666667,69.16666666666667,white,135.20157075228917,0,yes,17,postcollege,1312
3283,post,AR,37,male,associates or some college,9,478,462,75.43796656666667,72.08333333333333,pacific_islander,83.91638071555967,0,yes,14,college,1319
66161,post,AR,50,female,masters degree or equivalent,18,451,425,96.93710146666666,90.95833333333333,unspecified,87.04122872468464,24.265521849295624,unspecified,NA,postcollege,1313
63518,post,AR,35,female,masters degree or equivalent,20,380,352,93.83691515,90.58333333333333,white,120.33554738323792,-3.041243857506771,yes,20,postcollege,1288
56614,post,AR,53,male,bachelors degree,13,287,258,63.4366731,69.625,white,96.35662119210265,0,yes,16,college,1331
32540,post,AR,26,female,associates or some college,13,256,226,97.86584053333334,83.125,white,83.91638071555967,12.440240476542982,yes,14,college,1324
31844,post,AR,31,male,masters degree or equivalent,18,138,93,88.62090406666667,175.91666666666666,white,123.17127353035382,-11.864522956373548,yes,20,postcollege,1296
11047,post,AR,32,male,masters degree or equivalent,25,135,78,40.06139433333333,176.91666666666666,white,120.33554738323792,11.90415663300476,yes,20,postcollege,1317
28494,post,AR,35,male,some high school,20,247,233,54.94760336666667,107.45833333333333,white,108.3885546641786,8.905748861552553,yes,13,hs,1296
33533,post,AR,52,male,masters degree or equivalent,13,401,286,89.14150596666667,104.04166666666667,pacific_islander,99.27980911701225,-2.9231879249095982,yes,18,postcollege,1334
61196,post,AR,51,female,associates or some college,15,1006,472,395.86864398333336,70.66666666666667,white,99.27980911701225,3.1166838547448776,yes,14,college,1322
50607,post,AR,25,male,associates or some college,16,691,520,374.12998361666666,71.16666666666667,white,105.31617807887685,0,yes,13,college,1313
2951,post,AR,59,female,associates or some college,16,247,239,44.23270876666667,91.375,unspecified,105.31617807887685,0,unspecified,NA,college,1296
19427,post,AR,37,female,masters degree or equivalent,14,565,372,133.7123335,70.04166666666667,white,102.39649297175713,-3.1166838547448776,yes,18,postcollege,1328
18903,post,AR,49,female,masters degree or equivalent,23,998,317,437.2241464333334,70.08333333333333,white,120.33554738323792,5.802251612955743,no,17,postcollege,1299
62496,post,AR,48,female,associates or some college,15,550,278,191.70539311666667,69.91666666666667,white,111.30675057398027,-8.91025760222314,yes,14,college,1333
60279,post,AR,48,female,associates or some college,13,867,677,218.42779916666666,146.25,white,83.91638071555967,12.440240476542982,yes,12,college,1321
32320,post,AR,56,female,bachelors degree,24,81,79,18.39161215,69.375,white,126.13779899619367,3.0020957685444642,yes,18,college,1301
36378,post,AR,59,female,associates or some college,17,625,374,171.65867633333335,81.16666666666667,white,93.21971245113882,15.168842213039781,yes,14,college,1326
53267,post,AR,54,female,masters degree or equivalent,18,115,88,34.15440985,224.875,white,126.13779899619367,-14.8310484222134,yes,19,postcollege,1318
36464,post,AR,41,unspecified,unspecified,15,204,133,57.25423115,72.25,white,111.30675057398027,-8.91025760222314,yes,17,unspecified,1296
66791,post,AR,24,female,masters degree or equivalent,10,1274,762,621.6205509333333,99.66666666666667,unspecified,111.30675057398027,-24.265521849295624,unspecified,NA,postcollege,1333
24771,post,AR,34,male,associates or some college,21,358,291,119.36399468333333,70.625,white,117.29430352573115,3.041243857506771,yes,12,college,1298
25321,post,AR,37,female,unspecified,18,234,222,49.063819800000005,75.875,white,111.30675057398027,0,yes,12,unspecified,1293
63796,post,AR,51,male,masters degree or equivalent,17,213,204,45.065166483333336,90.79166666666667,unspecified,114.37682353660779,-5.988268872429188,unspecified,NA,postcollege,1328
7553,post,AR,47,male,masters degree or equivalent,14,443,420,91.028241,157.29166666666666,white,93.21971245113882,6.060096665873431,unspecified,18,postcollege,1311
5218,post,AR,59,female,associates or some college,9,332,297,70.50738983333333,94.95833333333333,unspecified,83.91638071555967,0,unspecified,NA,college,1311
39047,post,AR,16,female,associates or some college,6,1167,401,351.50530605,71.16666666666667,white,73.62967004333692,0,yes,11,college,1339
63537,post,AR,55,male,masters degree or equivalent,18,188,182,43.391881033333334,91,asian,108.3885546641786,2.9181959098016677,yes,18,postcollege,1308
8757,post,AR,21,female,high school,27,1284,971,464.14258605000003,170.54166666666666,white,135.20157075228917,2.878300612170051,yes,13,hs,1289
56256,post,AR,56,male,associates or some college,16,558,488,168.5056786,73.70833333333333,white,105.31617807887685,0,yes,14,college,1330
13847,post,AR,31,male,high school,9,219,160,39.75525605,74.66666666666667,white,90.24743945120954,-6.331058735649876,yes,10,hs,1342
36070,post,AR,54,female,masters degree or equivalent,18,611,463,228.47884311666667,80.08333333333333,white,108.3885546641786,2.9181959098016677,yes,17,postcollege,1316
20948,post,AR,22,female,bachelors degree,15,164,163,27.221046233333333,73.83333333333333,white,93.21971245113882,9.176780520618308,yes,16,college,1305
1694,post,AR,59,female,high school,11,2265,1758,556.2863132833334,93.83333333333333,white,93.21971245113882,-2.972272999929274,yes,12,hs,1324
56161,post,AR,33,female,masters degree or equivalent,26,376,296,98.58239633333334,71.04166666666667,white,123.17127353035382,12.030297221935356,yes,16,postcollege,1317
35427,post,AR,44,female,masters degree or equivalent,12,245,233,53.9904784,69.91666666666667,other,99.27980911701225,-6.060096665873431,yes,17,postcollege,1326
15298,post,AR,55,unspecified,masters degree or equivalent,16,629,491,188.75598485,69.875,unspecified,108.3885546641786,-3.072376585301754,unspecified,NA,postcollege,1332
25510,post,AR,29,female,bachelors degree,21,1045,651,228.31757096666666,266.9166666666667,white,108.3885546641786,11.946992719059324,yes,18,college,1310
35697,post,AR,37,male,masters degree or equivalent,28,1037,599,590.6347770666667,69.83333333333333,asian,135.20157075228917,5.515872548661179,yes,18,postcollege,1313
64359,post,AR,58,female,bachelors degree,6,986,340,298.80186306666667,94,unspecified,77.24992505278499,-3.6202550094480728,unspecified,NA,college,1314
37521,post,AR,54,female,phd,17,1020,366,389.9771261666667,77,unspecified,108.3885546641786,0,unspecified,NA,postcollege,1322
57333,post,AR,59,female,associates or some college,21,104,103,20.7074502,70.125,unspecified,120.33554738323792,0,unspecified,NA,college,1313
41723,post,AR,19,unspecified,unspecified,17,517,389,154.81098341666666,70.45833333333333,unspecified,96.35662119210265,12.031933472075949,unspecified,NA,unspecified,1296
41151,post,AR,45,female,bachelors degree,9,179,124,48.1667786,71.5,hispanic,87.04122872468464,-3.1248480091249746,no,13,college,1326
64818,post,AR,50,female,masters degree or equivalent,7,209,159,44.939423,113.125,unspecified,93.21971245113882,-15.96978739835383,unspecified,NA,postcollege,1338
49364,post,AR,28,male,bachelors degree,15,207,198,50.92053103333333,101.875,white,96.35662119210265,6.039871779654476,yes,16,college,1316
45985,post,AR,54,female,associates or some college,20,28,28,6.651409166666666,69.95833333333333,white,111.30675057398027,5.987552951750885,yes,13,college,1302
16633,post,AR,55,female,masters degree or equivalent,17,421,322,80.72811546666667,91.08333333333333,unspecified,111.30675057398027,-2.9181959098016677,unspecified,NA,postcollege,1303
32886,post,AR,52,female,associates or some college,18,259,255,57.53603995,69.75,white,93.21971245113882,18.08703812284145,yes,15,college,1325
29438,post,AR,52,male,bachelors degree,18,507,446,144.16330858333333,70.5,white,105.31617807887685,5.990572495103422,yes,16,college,1299
60433,post,AR,22,male,bachelors degree,12,394,202,61.021376583333335,117.83333333333333,asian,96.35662119210265,-3.1369087409638325,no,16,college,1328
34359,post,AR,50,male,associates or some college,22,143,139,26.16238045,70.875,white,108.3885546641786,14.782718866175216,yes,14,college,1308
2669,post,AR,53,female,associates or some college,13,223,205,51.47761775,92.54166666666667,unspecified,99.27980911701225,-2.9231879249095982,yes,14,college,1325
3271,post,AR,46,female,masters degree or equivalent,25,2911,1738,808.3448889,110.20833333333333,unspecified,126.13779899619367,6.101905020049017,yes,18,postcollege,1323
12796,post,AR,28,male,associates or some college,22,181,166,28.933658783333335,150.83333333333334,native_american,123.17127353035382,0,yes,15,college,1311
8505,post,AR,15,male,unspecified,18,352,342,112.82607156666667,150.83333333333334,white,108.3885546641786,2.9181959098016677,yes,9,unspecified,1304
69124,post,AR,47,female,high school,8,278,272,52.0170369,91.70833333333333,unspecified,70.13496580221123,10.39671006246472,unspecified,NA,hs,1342
21486,post,AR,29,male,bachelors degree,15,40,39,8.946236266666666,112.79166666666667,white,111.30675057398027,-8.91025760222314,yes,17,college,1316
41363,post,AR,52,female,bachelors degree,16,663,430,384.76114466666667,70.25,other,83.91638071555967,21.399797363317177,yes,16,college,1298
34313,post,AR,56,unspecified,unspecified,15,413,381,154.88787258333335,70,unspecified,96.35662119210265,6.039871779654476,unspecified,NA,unspecified,1312
1501,post,AR,31,male,bachelors degree,18,2232,1540,800.3118357833333,225.25,white,105.31617807887685,5.990572495103422,yes,16,college,1323
67596,post,AR,52,female,some high school,17,477,442,133.03440851666667,89.95833333333333,unspecified,99.27980911701225,9.10874554716635,unspecified,NA,hs,1332
20,post,AR,36,male,masters degree or equivalent,19,754,635,207.98285106666665,111.45833333333333,white,117.29430352573115,-2.9174799891233647,yes,20,postcollege,1324
14730,post,AR,30,male,bachelors degree,11,5672,4332,1068.1796174333333,189.125,white,102.39649297175713,-12.149053520547582,yes,16,college,1324
33638,post,AR,54,female,bachelors degree,15,225,218,49.63215015,70.375,white,99.27980911701225,3.1166838547448776,yes,16,college,1319
47920,post,AR,40,female,unspecified,20,861,302,209.36001311666666,72.66666666666667,unspecified,108.3885546641786,8.905748861552553,unspecified,NA,unspecified,1324
11905,post,AR,53,female,high school,17,360,360,71.54503198333333,99.95833333333333,unspecified,93.21971245113882,15.168842213039781,unspecified,NA,hs,1333
57089,post,AR,43,male,high school,16,159,148,44.83386683333333,71.83333333333333,white,93.21971245113882,12.096465627738027,yes,12,hs,1327
60669,post,AR,57,male,bachelors degree,17,162,157,31.551553,70.75,white,90.24743945120954,18.141115212969055,yes,17,college,1329
36110,post,AR,54,female,masters degree or equivalent,21,59,59,11.295999083333333,71.66666666666667,white,105.31617807887685,15.019369304361078,yes,18,postcollege,1323
33225,post,AR,58,female,masters degree or equivalent,18,239,207,61.136607033333334,96.5,white,117.29430352573115,-5.987552951750885,yes,18,postcollege,1298
33556,post,AR,42,male,masters degree or equivalent,17,332,281,52.7914505,124.83333333333333,unspecified,114.37682353660779,-5.988268872429188,yes,20,postcollege,1292
52064,post,AR,19,male,associates or some college,13,163,139,41.81673528333333,70.375,white,99.27980911701225,-2.9231879249095982,yes,14,college,1302
39697,post,AR,50,female,masters degree or equivalent,15,648,254,207.47095476666667,84.20833333333333,white,87.04122872468464,15.355264247072483,yes,18,postcollege,1317
42127,post,AR,34,unspecified,unspecified,15,6,6,0.721709,180.25,other,93.21971245113882,9.176780520618308,yes,14,unspecified,1307
21668,post,AR,45,male,high school,19,815,472,304.7379308833333,69.79166666666667,white,108.3885546641786,5.988268872429188,yes,12,hs,1313
43111,post,AR,53,female,associates or some college,16,366,158,131.92325773333334,176.125,white,96.35662119210265,8.959556886774195,yes,12,college,1330
44043,post,AR,50,female,associates or some college,14,192,176,45.263600016666665,72.95833333333333,white,99.27980911701225,0,yes,12,college,1312
43406,post,AR,50,female,bachelors degree,15,561,512,231.48467680000002,70.70833333333333,white,93.21971245113882,9.176780520618308,yes,16,college,1315
23984,post,AR,54,female,bachelors degree,26,342,334,79.08371721666667,70.41666666666667,white,132.23970401624268,2.9618667360464883,yes,16,college,1290
52819,post,AR,26,female,masters degree or equivalent,15,62,60,11.67754115,157.75,white,105.31617807887685,-2.9196851071197187,yes,16,postcollege,1315
20858,post,AR,52,female,phd,19,255,227,60.69010805,79.45833333333333,white,111.30675057398027,3.0700729626275205,yes,20,postcollege,1294
11393,post,AR,43,male,masters degree or equivalent,23,614,532,234.08271948333334,157.20833333333334,white,114.37682353660779,11.760975459585879,yes,20,postcollege,1313
48209,post,AR,47,female,high school,23,719,435,232.54957173333335,72,white,120.33554738323792,5.802251612955743,yes,12,hs,1291
35923,post,AR,16,female,high school,11,230,228,55.915511300000006,72.16666666666667,white,99.27980911701225,-9.032369665802705,yes,10,hs,1311
45226,post,AR,59,female,associates or some college,15,212,209,43.78624445,71.95833333333333,white,90.24743945120954,12.149053520547582,yes,14,college,1328
15128,post,AR,39,female,masters degree or equivalent,16,886,542,298.76009611666666,70,white,99.27980911701225,6.036368961864596,yes,19,postcollege,1326
18505,post,AR,28,male,unspecified,12,384,282,60.68515228333334,69.83333333333333,hispanic,102.39649297175713,-9.176780520618308,no,20,unspecified,1336
56421,post,AR,54,male,bachelors degree,19,258,253,50.91573868333334,70.79166666666667,white,114.37682353660779,0,yes,16,college,1295
18605,post,AR,21,female,unspecified,11,1141,1016,163.29730986666667,69.29166666666667,white,65.86309335852766,24.38434609268188,yes,16,unspecified,1301
43031,post,AR,54,female,associates or some college,12,1555,542,608.7782627666667,69.66666666666667,unspecified,90.24743945120954,2.972272999929274,unspecified,NA,college,1313
25209,post,AR,38,female,masters degree or equivalent,6,91,53,25.775567733333332,93.16666666666667,asian,77.24992505278499,-3.6202550094480728,no,19,postcollege,1333
3034,post,AR,29,male,masters degree or equivalent,11,142,128,28.994538733333332,78.79166666666667,asian,80.53167586467595,9.715763586533598,yes,18,postcollege,1329
7604,post,AR,29,female,high school,12,612,212,208.51221233333334,77.08333333333333,white,102.39649297175713,-9.176780520618308,yes,12,hs,1333
57858,post,AR,58,female,bachelors degree,7,209,207,42.70098766666667,70.08333333333333,hispanic,90.24743945120954,-12.997514398424556,yes,17,college,1319
40034,post,AR,37,male,bachelors degree,22,1057,542,412.6285251333333,72.16666666666667,unspecified,105.31617807887685,17.85509545147697,yes,NA,college,1308
15598,post,AR,39,female,some high school,17,220,64,33.78699451666667,151.54166666666666,white,96.35662119210265,12.031933472075949,yes,12,hs,1302
27885,post,AR,20,unspecified,unspecified,37,1664,469,611.8579085833334,70.20833333333333,white,153.9472720308991,10.572966229058636,yes,14,unspecified,1282
5281,post,AR,53,female,high school,13,1030,1008,249.39708395,69.125,white,83.91638071555967,12.440240476542982,yes,12,hs,1311
55484,post,AR,28,female,bachelors degree,19,418,350,108.01241058333333,70.625,white,102.39649297175713,11.98033056485066,yes,16,college,1297
30592,post,AR,58,male,masters degree or equivalent,11,146,146,29.608881416666666,333.8333333333333,white,93.21971245113882,-2.972272999929274,no,20,postcollege,1335
47529,post,AR,34,female,associates or some college,5,813,469,206.09646665,70.375,white,93.21971245113882,-23.08474664892759,yes,12,college,1323
6796,post,AR,51,female,phd,17,2118,585,687.61932985,72.16666666666667,white,93.21971245113882,15.168842213039781,yes,20,postcollege,1331
32555,post,AR,53,female,masters degree or equivalent,19,680,575,280.5921374833333,71.66666666666667,white,83.91638071555967,30.46044282104812,yes,19,postcollege,1323
52092,post,AR,50,female,masters degree or equivalent,13,1043,685,177.54763336666667,143.91666666666666,white,108.3885546641786,-12.031933472075949,yes,16,postcollege,1320
32332,post,AR,58,female,bachelors degree,12,362,345,97.56537595,69.91666666666667,white,87.04122872468464,6.178483726454175,yes,17,college,1331
8937,post,AR,31,male,masters degree or equivalent,16,751,648,237.27659175,70,white,99.27980911701225,6.036368961864596,yes,20,postcollege,1330
22570,post,AR,21,female,associates or some college,20,527,423,164.56114303333334,120.75,white,96.35662119210265,20.9376823336285,yes,14,college,1308
13645,post,AR,26,male,associates or some college,14,181,160,43.01424375,74,white,99.27980911701225,0,yes,12,college,1332
33991,post,AR,43,unspecified,unspecified,21,60,60,11.1651565,114.625,white,117.29430352573115,3.041243857506771,no,20,unspecified,1298
38978,post,AR,52,female,associates or some college,16,175,168,39.1041796,70.125,white,99.27980911701225,6.036368961864596,yes,13,college,1318
59486,post,AR,57,female,masters degree or equivalent,24,1024,515,400.7595711,69.66666666666667,unspecified,120.33554738323792,8.804347381500207,unspecified,NA,postcollege,1297
66896,post,AR,22,female,unspecified,12,636,377,238.56773113333333,101.16666666666667,unspecified,77.24992505278499,15.96978739835383,unspecified,NA,unspecified,1335
20833,post,AR,53,female,masters degree or equivalent,20,347,277,107.05339830000001,69.125,white,108.3885546641786,8.905748861552553,yes,20,postcollege,1310
20699,post,AR,42,female,associates or some college,16,299,256,86.01180843333333,69.79166666666667,white,105.31617807887685,0,yes,13,college,1334
45626,post,AR,50,female,masters degree or equivalent,17,56,56,10.369324166666667,76.125,white,105.31617807887685,3.072376585301754,yes,16,postcollege,1310
24664,post,AR,46,female,associates or some college,17,408,359,89.90133686666667,70.125,white,105.31617807887685,3.072376585301754,yes,13,college,1324
46932,post,AR,59,female,associates or some college,11,28,28,5.001478,163.08333333333334,white,96.35662119210265,-6.109181740893106,yes,14,college,1335
4585,post,AR,56,female,masters degree or equivalent,19,656,312,136.30473323333334,70.54166666666667,white,99.27980911701225,15.097014419595538,no,16,postcollege,1317
63205,post,AR,51,female,bachelors degree,15,1612,549,715.3442119333333,91.79166666666667,unspecified,105.31617807887685,-2.9196851071197187,unspecified,NA,college,1302
67666,post,AR,30,female,masters degree or equivalent,13,194,191,38.434563000000004,91.04166666666667,unspecified,99.27980911701225,-2.9231879249095982,unspecified,NA,postcollege,1304
19617,post,AR,47,male,masters degree or equivalent,13,75,71,15.639890966666668,213.875,white,99.27980911701225,-2.9231879249095982,yes,19,postcollege,1332
63197,post,AR,42,female,bachelors degree,16,506,199,126.97223031666667,152.125,other,102.39649297175713,2.9196851071197187,yes,16,college,1300
